,name,code
273,현대무벡스,319400
274,현대바이오,048410
275,현대바이오랜드,052260
276,화성밸브,039610
277,휴맥스,115160
278,희림,037440
279,관악산업,076340
280,나눔테크,244880
281,다원넥스뷰,323350
282,다이노나,086080
283,다이오진,271850
284,대주이엔티,114920
285,명진홀딩스,267060
286,선바이오,067370
287,씨앗,103660
288,에스알바이오텍,270210
289,에이스캠퍼,322190
290,엘리비젼,276240
291,유투바이오,221800
292,이노진,344860
293,이도바이오,336040
294,진코스텍,250030
295,큐엠씨,136660
296,티티씨디펜스,309900
297,CJ대한통운,000120
298,CJ제일제당,097950
299,GS리테일,007070
300,KB금융,105560
301,KPX케미칼,025000
302,KR모터스,000040
303,KTcs,058850
304,LS전선아시아,229640
305,LX홀딩스,383800
306,PI첨단소재,178920
307,SK렌터카,068400
308,SPC삼립,005610
309,강원랜드,035250
310,교보증권,030610
311,금강공업,014280
312,금호건설,002990
313,금호전기,001210
314,기업은행,024110
315,남성,004270
316,넷마블,251270
317,대구백화점,006370
318,대영포장,014160
319,대원제약,003220
320,대한방직,001070
321,대한제당,001790
322,대한해운,005880
323,덕양산업,024900
324,동원F&B,049770
325,동원금속,018500
326,디씨엠,024090
327,디티알오토모티브,007340
328,롯데제과,280360
329,롯데하이마트,071840
330,백산,035150
331,보락,002760
332,빙그레,005180
333,사조대림,003960
334,사조동아원,008040
335,삼진제약,005500
336,서원,021050
337,세방,004360
338,세아홀딩스,058650
339,세우글로벌,013000
340,세이브존I&C,067830
341,솔루스첨단소재,336370
342,신송홀딩스,006880
343,신일전자,002700
344,신풍제약,019170
345,아이마켓코리아,122900
346,아이에이치큐,003560
347,엔씨소프트,036570
348,영보화학,014440
349,영진약품,003520
350,영풍,000670
351,우리금융캐피탈,033660
352,유니온머티리얼,047400
353,이수화학,005950
354,이스타코,015020
355,이엔플러스,074610
356,인천도시가스,034590
357,일동홀딩스,000230
358,지엠비코리아,013870
359,코리아써키트,007810
360,코스모화학,005420
361,코아스,071950
362,코오롱,002020
363,코오롱플라스틱,138490
364,쿠쿠홀딩스,192400
365,큐로,015590
366,태영건설,009410
367,티비에이치글로벌,084870
368,포스코케미칼,003670
369,한국금융지주,071050
370,한국전자홀딩스,006200
371,한국종합기술,023350
372,한국주철관공업,000970
373,한국콜마,161890
374,한국타이어앤테크놀로지,161390
375,한국토지신탁,034830
376,한국프랜지공업,010100
377,한온시스템,018880
378,한올바이오파마,009420
379,해태제과식품,101530
380,호텔신라,008770
381,화승알앤에이,378850
382,화승인더스트리,006060
383,화천기공,000850
384,환인제약,016580
385,효성,004800
386,효성화학,298000
387,APS홀딩스,054620
388,CBI,013720
389,CS,065770
390,CSA 코스믹,083660
391,HB솔루션,297890
392,HRS,036640
393,IBKS제14호스팩,351320
394,NHN벅스,104200
395,NICE평가정보,030190
396,PN풍년,024940
397,RF머트리얼즈,327260
398,SCI평가정보,036120
399,THQ,192410
400,TS트릴리온,317240
401,갤럭시아머니트리,094480
402,경남제약헬스케어,223310
403,고영,098460
404,국영지앤엠,006050
405,나노엔텍,039860
406,나이벡,138610
407,남화토건,091590
408,네오팜,092730
409,넥스틴,348210
410,넵튠,217270
411,노바렉스,194700
412,뉴로스,126870
413,대성파인텍,104040
414,대아티아이,045390
415,대양제지,006580
416,대주전자재료,078600
417,대창솔루션,096350
418,덕산네오룩스,213420
419,동국S&C,100130
420,동국산업,005160
421,동아엘텍,088130
422,디딤,217620
423,디알텍,214680
424,디엠티,134580
425,디오,039840
426,딜리,131180
427,레드캡투어,038390
428,레이언스,228850
429,로보로보,215100
430,루트로닉,085370
431,리더스코스메틱,016100
432,릭스솔루션,029480
433,매일홀딩스,005990
434,맥스트,377030
435,머큐리,100590
436,메디앙스,014100
437,메디프론,065650
438,메타바이오메드,059210
439,멕아이씨에스,058110
440,멜파스,096640
441,모두투어,080160
442,무림SP,001810
443,미래에셋벤처투자,100790
444,바이오로그디바이스,208710
445,박셀바이오,323990
446,부스타,008470
447,비트컴퓨터,032850
448,삼륭물산,014970
449,삼성스팩2호,291230
450,삼양옵틱스,225190
451,삼일,032280
452,삼일기업공사,002290
453,삼지전자,037460
454,삼진,032750
455,삼표시멘트,038500
456,삼화네트웍스,046390
457,상보,027580
458,상신이디피,091580
459,서호전기,065710
460,성우하이텍,015750
461,세경하이테크,148150
462,세명전기,017510
463,셀바스AI,108860
464,손오공,066910
465,솔루에타,154040
466,솔브레인,357780
467,슈프리마,236200
468,스튜디오드래곤,253450
469,시스웍,269620
470,신한제6호스팩,333050
471,씨앤투스성진,352700
472,씨티케이,260930
473,아가방컴퍼니,013990
474,아래스,050320
475,아모텍,052710
476,아미코젠,092040
477,아이에이,038880
478,아이엠,101390
479,아이퀘스트,262840
480,액트로,290740
481,앱코,129890
482,에스에스알,275630
483,에스엘바이오닉스,214310
484,에스티팜,237690
485,에프알텍,073540
486,엠에프엠코리아,323230
487,연이비앤티,090740
488,영신금속,007530
489,예림당,036000
490,오성첨단소재,052420
491,오션브릿지,241790
492,와이더플래닛,321820
493,와이지-원,019210
494,우리로,046970
495,우리손에프앤지,073560
496,우림기계,101170
497,우수AMS,066590
498,원익큐브,014190
499,원일특강,012620
500,윈하이텍,192390
501,윌링스,313760
502,유니테스트,086390
503,유바이오로직스,206650
504,유안타제8호스팩,367480
505,육일씨엔에쓰,191410
506,이글루시큐리티,067920
507,이글벳,044960
508,이녹스,088390
509,이랜시스,264850
510,이삭엔지니어링,351330
511,이엔코퍼레이션,066980
512,이지케어텍,099750
513,인바디,041830
514,인선이엔티,060150
515,인포바인,115310
516,인포뱅크,039290
517,잉크테크,049550
518,전진바이오팜,110020
519,정다운,208140
520,제놀루션,225220
521,제일바이오,052670
522,제일제강,023440
523,젬백스지오,041590
524,조이시티,067000
525,중앙디앤엠,051980
526,지니뮤직,043610
527,지니언스,263860
528,지니틱스,303030
529,지란지교시큐리티,208350
530,지유온,111820
531,지티지웰니스,219750
532,참좋은여행,094850
533,천보,278280
534,케이씨피드,025880
535,케이엔더블유,105330
536,코데즈컴바인,047770
537,코드네이처,078940
538,코리아센터,290510
539,코리아에셋투자증권,190650
540,코메론,049430
541,코미팜,041960
542,코아시아,045970
543,코웰패션,033290
544,코위버,056360
545,큐라클,365270
546,큐브앤컴퍼니,043090
547,큐브엔터,182360
548,크루셜텍,114120
549,크리스탈지노믹스,083790
550,클리노믹스,352770
551,테고사이언스,191420
552,테라사이언스,073640
553,테라젠이텍스,066700
554,파멥신,208340
555,파수,150900
556,파인디지털,038950
557,팍스넷,038160
558,팬엔터테인먼트,068050
559,펌텍코리아,251970
560,풍강,093380
561,플레이디,237820
562,피에스케이,319660
563,피에스텍,002230
564,피엔티,137400
565,픽셀플러스,087600
566,핌스,347770
567,핑거,163730
568,하나금융14호스팩,332710
569,하나마이크론,067310
570,한국바이오젠,318000
571,한국정보인증,053300
572,한국코퍼레이션,050540
573,한일단조,024740
574,한일화학,007770
575,한컴MDS,086960
576,현진소재,053660
577,형지I&C,011080
578,휴네시온,290270
579,휴맥스홀딩스,028080
580,휴센텍,215090
581,흥국에프엔비,189980
582,노드메이슨,317860
583,단디바이오,343090
584,메디안디노스틱,233250
585,미애부,225850
586,바이오시네틱스,281310
587,바이오프로테크,199290
588,바이옵트로,222160
589,아이피몬스터,223220
590,앙츠,267810
591,에이치엔에스하이텍,044990
592,이노벡스,279060
593,테크엔,308700
594,테크트랜스,258050
595,틸론,217880
596,펨토바이오메드,327610
597,BGF리테일,282330
598,BNK금융지주,138930
599,GS건설,006360
600,HDC아이콘트롤스,039570
601,KC코트렐,119650
602,MH에탄올,023150
603,SBS,034120
604,SBS미디어홀딩스,101060
605,SG글로벌,001380
606,SHD,001770
607,SH에너지화학,002360
608,SK,034730
609,SK가스,018670
610,SK텔레콤,017670
611,STX중공업,071970
612,YG PLUS,037270
613,국제약품,002720
614,금양,001570
615,금호타이어,073240
616,넥센타이어,002350
617,녹십자홀딩스,005250
618,농심홀딩스,072710
619,다스코,058730
620,다이나믹디자인,145210
621,대웅제약,069620
622,대한유화,006650
623,더존비즈온,012510
624,덕성,004830
625,도화엔지니어링,002150
626,동방아그로,007590
627,동서,026960
628,동성케미컬,102260
629,동양,001520
630,동양생명,082640
631,디아이,003160
632,디와이,013570
633,롯데정밀화학,004000
634,롯데푸드,002270
635,만도,204320
636,맥쿼리인프라,088980
637,메타랩스,090370
638,모토닉,009680
639,미래에셋맵스리츠,357250
640,미원화학,134380
641,범양건영,002410
642,베트남개발1,096300
643,삼성바이오로직스,207940
644,삼성에스디에스,018260
645,삼성증권,016360
646,삼성카드,029780
647,삼양통상,002170
648,삼영무역,002810
649,삼일제약,000520
650,삼정펄프,009770
651,샘표식품,248170
652,서연이화,200880
653,성보화학,003080
654,세아제강,306200
655,센트랄모텍,308170
656,센트럴인사이트,012600
657,송원산업,004430
658,수산중공업,017550
659,신도리코,029530
660,신성이엔지,011930
661,신세계인터내셔날,031430
662,신세계푸드,031440
663,쌍용씨앤이,003410
664,씨아이테크,004920
665,아모레퍼시픽그룹,002790
666,아이에스동서,010780
667,애경산업,018250
668,에스엘,005850
669,에이프로젠 MED,007460
670,엔에이치엔,181710
671,엠씨넥스,097520
672,유니켐,011330
673,유화증권,003460
674,이구산업,025820
675,이마트,139480
676,일성신약,003120
677,일정실업,008500
678,제이에스코퍼레이션,194370
679,제이준코스메틱,025620
680,조선선재,120030
681,종근당바이오,063160
682,지누스,013890
683,진도,088790
684,진양화학,051630
685,케이탑리츠,145270
686,코스모신소재,005070
687,태평양물산,007980
688,테이팩스,055490
689,텔코웨어,078000
690,티와이홀딩스,363280
691,팜스코,036580
692,하이스틸,071090
693,하이트진로,000080
694,한국석유공업,004090
695,한국수출포장공업,002200
696,한국자산신탁,123890
697,한국전력공사,015760
698,한국주강,025890
699,한국콜마홀딩스,024720
700,한국항공우주,047810
701,한라홀딩스,060980
702,한미사이언스,008930
703,한샘,009240
704,한솔홀딩스,004150
705,한신공영,004960
706,한신기계공업,011700
707,한화에어로스페이스,012450
708,현대퓨처넷,126560
709,효성 ITX,094280
710,휴니드테크놀러지스,005870
711,IBKS제12호스팩,335870
712,JTC,950170
713,KCC건설,021320
714,KCI,036670
715,KG ETS,151860
716,NEW,160550
717,SBI핀테크솔루션즈,950110
718,SGA솔루션즈,184230
719,SM Life Design,063440
720,WI,073570
721,고려시멘트,198440
722,골드앤에스,035290
723,국일신동,060480
724,국전약품,307750
725,나노신소재,121600
726,나무가,190510
727,나인테크,267320
728,넥스트아이,137940
729,넥슨지티,041140
730,노터스,278650
731,다보링크,340360
732,다산네트웍스,039560
733,다원시스,068240
734,대명소노시즌,007720
735,대성미생물,036480
736,대원산업,005710
737,대한광통신,010170
738,더블유에스아이,299170
739,덕신하우징,090410
740,덴티스,261200
741,동국알앤에스,075970
742,동신건설,025950
743,동일기연,032960
744,듀오백,073190
745,디지아이,043360
746,디지털대성,068930
747,디티앤씨,187220
748,라이트론,069540
749,램테크놀러지,171010
750,레고켐바이오,141080
751,레몬,294140
752,로보스타,090360
753,리더스 기술투자,019570
754,리드코프,012700
755,맥스로텍,141070
756,메디콕스,054180
757,메디포스트,078160
758,미래컴퍼니,049950
759,바이오니아,064550
760,베셀,177350
761,보라티알,250000
762,부방,014470
763,브리지텍,064480
764,비디아이,148140
765,비즈니스온,138580
766,삼영에스앤씨,361670
767,삼진엘앤디,054090
768,삼천리자전거,024950
769,삼현철강,017480
770,서산,079650
771,성우테크론,045300
772,세운메디칼,100700
773,세종텔레콤,036630
774,세코닉스,053450
775,소리바다,053110
776,솔본,035610
777,솔브레인홀딩스,036830
778,수산아이앤티,050960
779,슈펙스비앤피,058530
780,슈피겐코리아,192440
781,스카이이앤엠,131100
782,스포츠서울,039670
783,시공테크,020710
784,시큐브,131090
785,신도기연,290520
786,신테카바이오,226330
787,신흥에스이씨,243840
788,쎄노텍,222420
789,쎄트렉아이,099320
790,씨엠에스에듀,225330
791,씨큐브,101240
792,아모센스,357580
793,아비코전자,036010
794,아스타,246720
795,아이디피,332370
796,아진산업,013310
797,아프리카TV,067160
798,안트로젠,065660
799,알체라,347860
800,알티캐스트,085810
801,애니젠,196300
802,앱클론,174900
803,에스제이그룹,306040
804,에스트래픽,234300
805,에스퓨얼셀,288620
806,에이디칩스,054630
807,에이비엘바이오,298380
808,에이스침대,003800
809,에이치피오,357230
810,에이텍티앤,224110
811,에코플라스틱,038110
812,엑셈,205100
813,엔브이에이치코리아,067570
814,엔지스테크널러지,208860
815,엔지켐생명과학,183490
816,엔케이맥스,182400
817,엔텔스,069410
818,엘디티,096870
819,엘컴텍,037950
820,영림원소프트랩,060850
821,오리엔트정공,065500
822,오스테오닉,226400
823,오텍,067170
824,와이즈버즈,273060
825,원익머트리얼즈,104830
826,원풍,008370
827,웹젠,069080
828,위닉스,044340
829,위메이드,112040
830,유비벨록스,089850
831,유비쿼스,264450
832,유안타제4호스팩,313750
833,유진테크,084370
834,이건홀딩스,039020
835,이노와이어리스,073490
836,이녹스첨단소재,272290
837,이더블유케이,258610
838,이랜텍,054210
839,이수앱지스,086890
840,이즈미디어,181340
841,인산가,277410
842,인성정보,033230
843,인탑스,049070
844,인터파크,035080
845,인텔리안테크,189300
846,자이언트스텝,289220
847,재영솔루텍,049630
848,제이시스메디칼,287410
849,제이앤티씨,204270
850,제이티,089790
851,제주맥주,276730
852,좋은사람들,033340
853,진바이오텍,086060
854,진성티이씨,036890
855,초록뱀미디어,047820
856,카이노스메드,284620
857,캐리소프트,317530
858,캠시스,050110
859,케어젠,214370
860,케이비제18호스팩,323940
861,케이비제19호스팩,330990
862,케이엠더블유,032500
863,케이피에프,024880
864,코디엠,224060
865,코미코,183300
866,코스맥스엔비티,222040
867,코스메카코리아,241710
868,코이즈,121850
869,키이스트,054780
870,태웅로직스,124560
871,테라셈,182690
872,텔콘RF제약,200230
873,토비스,051360
874,티라유텍,322180
875,티비씨,033830
876,티엘비,356860
877,파나진,046210
878,파버나인,177830
879,파워넷,037030
880,판타지오,032800
881,퓨쳐스트림네트웍스,214270
882,프로텍,053610
883,피에이치씨,057880
884,피에이치에이,043370
885,필옵틱스,161580
886,하나금융16호스팩,343510
887,하이제5호스팩,340120
888,한국정보통신,025770
889,한국제8호스팩,310870
890,한국캐피탈,023760
891,한일네트웍스,046110
892,헬릭스미스,084990
893,현우산업,092300
894,휴먼엔,032860
895,럭스피아,092590
896,무진메디,322970
897,씨앤에스링크,245450
898,에스제이켐,217910
899,이십일스토어,270020
900,이엠티,232530
901,인카금융서비스,211050
902,태양기계,116100
903,한중엔시에스,107640
904,AJ네트웍스,095570
905,DL건설,001880
906,DSR제강,069730
907,ESR켄달스퀘어리츠,365550
908,GKL,114090
909,JW중외제약,001060
910,KPX홀딩스,092230
911,KSS해운,044450
912,LG화학,051910
913,LIG넥스원,079550
914,LS,006260
915,LX하우시스,108670
916,NAVER,035420
917,NICE,034310
918,NI스틸,008260
919,SK증권,001510
920,SNT에너지,100840
921,경인양행,012610
922,경인전자,009140
923,국보,001140
924,기신정기,092440
925,남선알미늄,008350
926,녹십자,006280
927,대덕,008060
928,대동전자,008110
929,대림비앤코,005750
930,대양금속,009190
931,대원강업,000430
932,대창,012800
933,대한전선,001440
934,동국제강,001230
935,동화약품,000020
936,두산,000150
937,두산밥캣,241560
938,디아이동일,001530
939,디아이씨,092200
940,롯데관광개발,032350
941,롯데칠성음료,005300
942,롯데케미칼,011170
943,맵스리얼티1,094800
944,명신산업,009900
945,무학,033920
946,미래아이앤지,007120
947,바다로19호,155900
948,부산산업,011390
949,부산주공,005030
950,사조산업,007160
951,사조씨푸드,014710
952,삼성전자,005930
953,삼성제약,001360
954,삼양사,145990
955,삼원강재,023000
956,삼익THK,004380
957,삼화왕관,004450
958,서연,007860
959,세아특수강,019440
960,세원정공,021820
961,세진중공업,075580
962,셀트리온,068270
963,신성통상,005390
964,신세계,004170
965,써니전자,004770
966,아모레퍼시픽,090430
967,아세아,002030
968,에넥스,011090
969,에스제이엠,123700
970,엔케이,085310
971,엔피씨,004250
972,영원무역,111770
973,영원무역홀딩스,009970
974,용평리조트,070960
975,우리들휴브레인,118000
976,우신시스템,017370
977,우진플라임,049800
978,유니드,014830
979,유안타증권,003470
980,유진증권,001200
981,이건산업,008250
982,이노션,214320
983,이연제약,102460
984,인스코비,006490
985,조광페인트,004910
986,조선내화,000480
987,진에어,272450
988,참엔지니어링,009310
989,케이씨씨글라스,344820
990,코오롱글로벌,003070
991,태경케미컬,006890
992,토니모리,214420
993,퍼시스,016800
994,페이퍼코리아,001020
995,폴루스바이오팜,007630
996,하나제약,293480
997,한국내화,010040
998,한국철강,104700
999,한국화장품제조,003350
1000,한미글로벌,053690
1001,한솔피엔에스,010420
1002,한양증권,001750
1003,한일현대시멘트,006390
1004,한진중공업,097230
1005,한진중공업홀딩스,003480
1006,한화,000880
1007,현대에너지솔루션,322000
1008,현대일렉트릭,267260
1009,현대제철,004020
1010,화승코퍼레이션,013520
1011,황금에스티,032560
1012,효성첨단소재,298050
1013,DSC인베스트먼트,241520
1014,EG,037370
1015,GST,083450
1016,IBKS제15호스팩,373200
1017,KD,044180
1018,KMH,122450
1019,SDN,099220
1020,SK머티리얼즈,036490
1021,SM C&C,048550
1022,SNK,950180
1023,가비아,079940
1024,감성코퍼레이션,036620
1025,강원,114190
1026,경남스틸,039240
1027,광진윈텍,090150
1028,글로벌텍스프리,204620
1029,글로본,019660
1030,나노,187790
1031,내츄럴엔도텍,168330
1032,네오셈,253590
1033,네오위즈홀딩스,042420
1034,네이블커뮤니케이션즈,153460
1035,넥스턴바이오,089140
1036,넥스트BT,065170
1037,뉴프렉스,085670
1038,대성엘텍,025440
1039,대신밸런스제7호스팩,332290
1040,대양전기공업,108380
1041,대원,007680
1042,대한뉴팜,054670
1043,덕산테코피아,317330
1044,덕산하이메탈,077360
1045,동국제약,086450
1046,동진쎄미켐,005290
1047,디바이스이엔지,187870
1048,디알젬,263690
1049,디에스티,033430
1050,라이온켐텍,171120
1051,레이크머티리얼즈,281740
1052,레인보우로보틱스,277810
1053,로지시스,067730
1054,루멘스,038060
1055,링네트,042500
1056,마이크로프랜드,147760
1057,매직마이크로,127160
1058,메가스터디교육,215200
1059,메드팩토,235980
1060,메디톡스,086900
1061,메이슨캐피탈,021880
1062,모바일리더,100030
1063,모베이스전자,012860
1064,모헨즈,006920
1065,미코,059090
1066,민앤지,214180
1067,바른손,018700
1068,바른손이앤에이,035620
1069,바이넥스,053030
1070,바이브컴퍼니,301300
1071,바이온,032980
1072,베노홀딩스,206400
1073,비보존 헬스케어,082800
1074,비에이치아이,083650
1075,사람인에이치알,143240
1076,새로닉스,042600
1077,서연탑메탈,019770
1078,서울반도체,046890
1079,서울전자통신,027040
1080,서원인텍,093920
1081,서진오토모티브,122690
1082,선데이토즈,123420
1083,세중,039310
1084,세틀뱅크,234340
1085,센코,347000
1086,슈프리마에이치큐,094840
1087,스타플렉스,115570
1088,시그네틱스,033170
1089,시노펙스,025320
1090,신원종합개발,017000
1091,신한제7호스팩,366330
1092,씨앤지하이테크,264660
1093,씨티씨바이오,060590
1094,아세아텍,050860
1095,아시아종묘,154030
1096,아우딘퓨쳐스,227610
1097,아이엘사이언스,307180
1098,아이진,185490
1099,아이크래프트,052460
1100,알에스오토메이션,140670
1101,알톤스포츠,123750
1102,알파홀딩스,117670
1103,액션스퀘어,205500
1104,앤씨앤,092600
1105,에스디생명공학,217480
1106,에스씨엠생명과학,298060
1107,에스엔유,080000
1108,에스텍파마,041910
1109,에이스테크,088800
1110,에이치엠씨제5호스팩,353060
1111,에이티세미콘,089530
1112,에이팩트,200470
1113,에이프로젠 H&G,109960
1114,엔시스,333620
1115,엔에스,217820
1116,엔에이치스팩13호,310840
1117,엔피디,198080
1118,엘앤씨바이오,290650
1119,엘오티베큠,083310
1120,엠브레인,169330
1121,엠투아이,347890
1122,엠플러스,259630
1123,엠피대산,065150
1124,예스24,053280
1125,오가닉티코스메틱,900300
1126,오하임아이엔티,309930
1127,옵트론텍,082210
1128,옵티팜,153710
1129,와이솔,122990
1130,와이아이케이,232140
1131,와이어블,065530
1132,우리산업홀딩스,072470
1133,우양,103840
1134,우진비앤지,018620
1135,원바이오젠,307280
1136,원익,032940
1137,원익홀딩스,030530
1138,위메이드맥스,101730
1139,유성티엔에스,024800
1140,유에스티,263770
1141,유진스팩6호,373340
1142,이루온,065440
1143,이브이첨단소재,131400
1144,이엔에프테크놀로지,102710
1145,이엘피,063760
1146,이엠앤아이,083470
1147,이트론,096040
1148,자안바이오,221610
1149,제너셈,217190
1150,제노레이,122310
1151,제로투세븐,159580
1152,제룡전기,033100
1153,젬백스,082270
1154,칩스앤미디어,094360
1155,컴퍼니케이,307930
1156,케이사인,192250
1157,케이씨에스,115500
1158,케이아이엔엑스,093320
1159,켐온,217600
1160,코세스,089890
1161,코엔텍,029960
1162,코텍,052330
1163,콜마비앤에이치,200130
1164,쿠콘,294570
1165,큐캐피탈,016600
1166,크리스에프앤씨,110790
1167,타이거일렉,219130
1168,태광,023160
1169,티로보틱스,117730
1170,티엘아이,062860
1171,파라다이스,034230
1172,파인디앤씨,049120
1173,파인텍,131760
1174,파크시스템스,140860
1175,펩트론,087010
1176,포스코 ICT,022100
1177,폴라리스우노,114630
1178,폴라리스웍스,123010
1179,풍국주정,023900
1180,퓨쳐켐,220100
1181,프리시젼바이오,335810
1182,피씨디렉트,051380
